underlying,expiry,strike,option_type,bid,ask,iv,open_interest,volume,trade_date
NVDA,2025-04-18,830.0,call,55.35,56.95,0.199787,32,15,2025-03-06
AAPL,2025-05-02,160.0,call,25.47,27.13,0.185339,86,24,2025-03-07
AMZN,2025-04-25,190.0,call,8.95,9.23,0.187903,246,15,2025-03-05
AAPL,2025-04-18,155.0,put,0.02,0.03,0.207098,1321,455,2025-03-03
NVDA,2025-03-21,985.0,call,0.01,0.01,0.193385,224,83,2025-03-07
AAPL,2025-04-25,200.0,call,1.1,1.14,0.190204,676,112,2025-03-05
GOOGL,2025-03-21,205.0,put,28.9,30.26,0.191511,202,11,2025-03-06
NVDA,2025-04-18,1050.0,call,0.09,0.1,0.196087,654,58,2025-03-05
AMZN,2025-04-18,235.0,put,37.31,39.91,0.201287,159,3,2025-03-05
GOOGL,2025-03-07,210.0,call,0.01,0.01,0.201459,774,83,2025-03-03
MSFT,2025-04-11,355.0,call,60.1,63.35,0.194911,1704,296,2025-03-07
AMZN,2025-03-07,165.0,call,29.39,30.7,0.215709,62,15,2025-03-05
MSFT,2025-03-07,490.0,call,0.01,0.01,0.214795,207,16,2025-03-04
AAPL,2025-04-18,200.0,put,14.41,14.89,0.188907,41,4,2025-03-06
AMZN,2025-03-28,220.0,call,0.02,0.02,0.190719,572,297,2025-03-06
GOOGL,2025-04-18,190.0,call,0.89,0.92,0.208217,1603,635,2025-03-07
NVDA,2025-03-21,1050.0,call,0.01,0.01,0.195127,149,2,2025-03-04
NVDA,2025-04-04,940.0,call,3.78,3.93,0.211634,703,320,2025-03-04
GOOGL,2025-03-14,190.0,put,14.52,15.12,0.203239,388,79,2025-03-07
AMZN,2025-04-18,165.0,call,30.3,31.8,0.22125,118,0,2025-03-05
AAPL,2025-03-14,170.0,put,0.03,0.03,0.220379,683,221,2025-03-03
AMZN,2025-04-11,185.0,put,1.27,1.31,7.736072,371,38,2025-03-03
GOOGL,2025-03-07,210.0,put,34.05,35.9,0.213632,682,250,2025-03-06
AMZN,2025-04-11,185.0,call,12.05,12.39,0.202354,106,10,2025-03-04
GOOGL,2025-03-21,170.0,put,1.03,1.06,0.221607,1600,279,2025-03-07
MSFT,2025-04-11,415.0,put,9.52,9.76,0.207917,2967,1098,2025-03-07
AAPL,2025-04-18,150.0,put,0.01,0.01,0.214333,279,27,2025-03-03
GOOGL,2025-04-25,140.0,call,34.99,36.93,0.195857,74,25,2025-03-06
AMZN,2025-03-21,195.0,call,3.4,3.53,0.207273,920,29,2025-03-06
NVDA,2025-04-18,895.0,put,31.14,32.19,0.191264,414,84,2025-03-03
MSFT,2025-04-11,385.0,call,32.46,33.73,0.205361,81,5,2025-03-07
NVDA,2025-03-21,745.0,call,128.88,134.59,0.209339,243,54,2025-03-04
MSFT,2025-04-04,365.0,put,0.1,0.1,0.206744,2828,1653,2025-03-05
GOOGL,2025-04-11,195.0,put,18.84,19.58,0.192202,31,7,2025-03-04
AMZN,2025-04-18,155.0,put,0.01,0.01,0.220263,63,19,2025-03-04
MSFT,2025-03-14,445.0,put,29.1,30.15,0.217891,409,122,2025-03-07
AMZN,2025-04-04,165.0,call,29.81,31.59,0.188287,30,7,2025-03-04
NVDA,2025-04-25,810.0,call,73.51,76.26,0.210229,430,61,2025-03-07
MSFT,2025-03-14,365.0,put,0.01,0.01,0.228082,772,162,2025-03-06
AMZN,2025-03-28,195.0,call,4.47,4.58,0.211175,104,61,2025-03-04
NVDA,2025-03-14,700.0,put,0.01,0.01,0.228688,10552,1441,2025-03-06
NVDA,2025-03-07,1050.0,call,0.01,0.01,0.219148,108,40,2025-03-06
AMZN,2025-04-11,170.0,put,0.08,0.09,0.215201,4886,1311,2025-03-05
NVDA,2025-04-25,940.0,put,63.17,65.46,0.186178,90,5,2025-03-06
GOOGL,2025-04-04,190.0,put,14.27,14.81,0.188262,287,63,2025-03-03
MSFT,2025-03-28,385.0,put,0.66,0.68,0.221967,143,35,2025-03-07
AMZN,2025-04-25,160.0,call,35.06,37.18,0.186692,735,120,2025-03-05
GOOGL,2025-03-14,200.0,call,0.01,0.01,0.214234,605,106,2025-03-03
AAPL,2025-04-25,155.0,put,0.03,0.04,0.205331,1138,135,2025-03-05
AAPL,2025-04-04,185.0,call,4.77,4.87,0.219084,517,88,2025-03-07
GOOGL,2025-03-21,145.0,put,0.01,0.01,0.231397,591,134,2025-03-05
AMZN,2025-03-07,220.0,call,0.01,0.01,0.219922,71,7,2025-03-03
GOOGL,2025-03-14,165.0,put,0.08,0.09,0.214418,824,524,2025-03-05
AAPL,2025-04-18,205.0,put,18.87,19.58,0.197051,93,8,2025-03-03
MSFT,2025-04-25,385.0,put,2.36,2.47,0.215445,84,39,2025-03-07
NVDA,2025-03-28,1050.0,put,166.15,177.25,0.198245,111,17,2025-03-05
GOOGL,2025-04-25,210.0,call,0.05,0.05,0.200832,731,332,2025-03-04
AMZN,2025-04-25,190.0,call,8.83,9.07,0.18484,19,7,2025-03-06
MSFT,2025-04-25,455.0,call,1.69,1.8,0.193367,1492,276,2025-03-06
AAPL,2025-03-14,155.0,put,0.01,0.01,0.230905,1299,182,2025-03-05
GOOGL,2025-05-02,210.0,call,0.08,0.08,0.205318,138,55,2025-03-07
MSFT,2025-03-28,445.0,call,1.0,1.04,0.201016,654,294,2025-03-04
AMZN,2025-03-07,175.0,call,19.73,20.46,0.227406,85,26,2025-03-03
GOOGL,2025-04-25,180.0,call,2.99,3.08,0.182307,69,7,2025-03-07
AAPL,2025-03-14,185.0,call,2.8,2.86,0.209847,1071,370,2025-03-03
GOOGL,2025-04-11,150.0,call,25.23,26.37,0.199233,541,213,2025-03-04
MSFT,2025-04-18,475.0,put,56.47,58.9,0.21106,1095,375,2025-03-06
MSFT,2025-04-18,395.0,call,25.24,26.01,0.20444,147,17,2025-03-07
GOOGL,2025-03-14,180.0,put,5.22,5.34,0.205018,1658,576,2025-03-07
AMZN,2025-03-28,170.0,put,0.03,0.03,0.232549,657,160,2025-03-04
MSFT,2025-04-11,500.0,put,80.14,84.97,0.20042,261,38,2025-03-06
AMZN,2025-03-14,230.0,call,0.01,0.01,0.213743,1973,374,2025-03-03
MSFT,2025-04-18,355.0,call,60.76,63.56,0.21467,18,8,2025-03-07
NVDA,2025-04-25,1050.0,call,0.14,0.14,0.185393,3830,1190,2025-03-03
MSFT,2025-04-04,365.0,call,50.53,52.69,0.210302,102,23,2025-03-05
MSFT,2025-04-18,395.0,call,24.62,25.31,0.180772,19,4,2025-03-05
NVDA,2025-03-21,855.0,call,29.2,30.03,0.236469,704,103,2025-03-06
GOOGL,2025-03-14,150.0,call,24.6,25.85,0.228254,222,56,2025-03-03
GOOGL,2025-04-18,200.0,call,0.14,0.14,0.191717,367,132,2025-03-04
GOOGL,2025-04-25,160.0,call,16.09,16.84,0.186142,16,2,2025-03-07
AAPL,2025-04-11,180.0,call,8.0,8.3,0.199894,68,38,2025-03-05
NVDA,2025-03-07,765.0,call,108.14,112.7,0.235767,375,85,2025-03-03
MSFT,2025-03-07,445.0,call,0.01,0.01,0.193091,2148,32,2025-03-05
MSFT,2025-03-28,475.0,call,0.03,0.03,8.37509,315,25,2025-03-06
NVDA,2025-04-04,855.0,call,31.95,32.73,0.189286,402,36,2025-03-06
AAPL,2025-04-11,205.0,call,0.51,0.53,0.219035,939,88,2025-03-04
NVDA,2025-03-21,855.0,put,7.71,7.9,0.235548,807,75,2025-03-06
MSFT,2025-03-14,465.0,call,0.01,0.01,0.21502,323,63,2025-03-04
GOOGL,2025-03-28,165.0,call,10.6,11.11,0.192491,999,185,2025-03-06
MSFT,2025-04-04,455.0,call,0.55,0.57,0.189493,285,38,2025-03-04
MSFT,2025-03-28,375.0,call,40.71,42.23,0.20258,82,18,2025-03-03
MSFT,2025-03-21,465.0,put,47.71,50.09,0.204794,462,98,2025-03-03
NVDA,2025-04-04,875.0,put,16.54,16.92,0.188033,348,132,2025-03-06
NVDA,2025-03-14,745.0,call,128.01,134.03,0.23338,271,147,2025-03-04
GOOGL,2025-04-04,190.0,put,14.36,14.85,0.196588,3736,2092,2025-03-06
NVDA,2025-04-18,1050.0,call,0.06,0.06,0.184259,161,41,2025-03-04
NVDA,2025-03-14,985.0,put,106.56,111.02,0.208715,1170,108,2025-03-05
AAPL,2025-03-14,185.0,put,2.7,2.76,0.234084,1708,168,2025-03-04
AMZN,2025-03-21,220.0,call,0.01,0.01,0.190976,53,4,2025-03-04
AMZN,2025-03-14,170.0,call,24.64,25.83,0.232185,597,93,2025-03-04
AMZN,2025-03-07,185.0,call,9.9,10.2,0.211064,230,152,2025-03-05
GOOGL,2025-04-04,150.0,put,0.03,0.03,0.232337,196,10,2025-03-05
GOOGL,2025-03-14,165.0,call,10.09,10.39,0.213518,137,42,2025-03-06
NVDA,2025-04-18,965.0,put,84.46,87.78,0.18431,79,25,2025-03-04
GOOGL,2025-03-14,205.0,put,29.06,30.44,0.210311,405,117,2025-03-05
AMZN,2025-04-11,170.0,call,25.41,26.49,0.227576,552,238,2025-03-06
NVDA,2025-03-14,790.0,call,84.37,87.82,0.217395,73,13,2025-03-04
GOOGL,2025-04-25,195.0,put,18.77,19.49,0.194107,193,59,2025-03-05
MSFT,2025-04-04,490.0,put,71.24,74.77,0.196874,1380,287,2025-03-05
MSFT,2025-03-21,475.0,call,0.01,0.01,0.218332,300,22,2025-03-06
AAPL,2025-03-28,200.0,call,0.23,0.24,0.182983,356,49,2025-03-03
NVDA,2025-04-25,985.0,call,1.58,1.64,0.19005,985,339,2025-03-05
NVDA,2025-04-11,920.0,put,47.46,49.01,0.202221,438,200,2025-03-07
MSFT,2025-04-25,385.0,call,34.55,35.66,0.218704,751,117,2025-03-07
GOOGL,2025-04-04,175.0,call,5.05,5.16,0.23338,74,11,2025-03-04
GOOGL,2025-03-07,170.0,put,0.13,0.14,0.202197,304,31,2025-03-03
GOOGL,2025-04-25,200.0,put,23.23,24.23,0.163274,1309,383,2025-03-07
NVDA,2025-04-18,765.0,put,0.53,0.55,0.208573,379,36,2025-03-06
AAPL,2025-04-11,220.0,put,32.95,34.84,0.187311,383,146,2025-03-05
NVDA,2025-04-25,720.0,call,156.17,163.82,0.20715,483,56,2025-03-06
AMZN,2025-03-21,225.0,put,28.86,30.16,0.198668,3016,377,2025-03-05
GOOGL,2025-03-21,195.0,put,19.2,19.94,0.208609,2131,378,2025-03-04
AMZN,2025-04-25,185.0,call,12.89,13.29,0.211447,616,308,2025-03-07
AMZN,2025-04-18,185.0,call,12.32,12.67,0.199865,36,3,2025-03-06
AAPL,2025-04-25,200.0,put,14.81,15.3,0.207308,632,6,2025-03-04
AAPL,2025-04-11,190.0,put,7.23,7.41,0.208935,557,125,2025-03-03
GOOGL,2025-03-07,210.0,put,33.92,35.91,0.179552,397,49,2025-03-04
AAPL,2025-03-07,215.0,put,29.27,30.67,0.210783,939,394,2025-03-06
MSFT,2025-03-07,425.0,call,0.79,0.82,0.221551,413,120,2025-03-03
NVDA,2025-04-18,940.0,put,63.76,67.1,0.204176,315,52,2025-03-05
MSFT,2025-04-04,475.0,call,0.07,0.07,0.190072,120,29,2025-03-04
MSFT,2025-04-11,490.0,call,0.03,0.03,0.194062,947,277,2025-03-07
NVDA,2025-03-14,765.0,put,0.01,0.01,0.237051,1075,320,2025-03-04
GOOGL,2025-04-11,145.0,call,30.02,31.45,0.195124,1887,648,2025-03-05
MSFT,2025-03-28,365.0,put,0.06,0.06,0.211415,311,17,2025-03-03
AMZN,2025-04-11,175.0,call,20.74,21.5,0.198886,1325,13,2025-03-03
NVDA,2025-03-21,765.0,put,0.02,0.03,0.216388,620,246,2025-03-03
AAPL,2025-03-07,180.0,call,5.12,5.27,0.214629,81,12,2025-03-04
AAPL,2025-03-07,200.0,put,14.63,15.15,0.213198,689,161,2025-03-03
NVDA,2025-04-04,895.0,call,12.34,12.68,0.202292,682,163,2025-03-07
MSFT,2025-03-14,355.0,put,0.01,0.01,0.228528,169,53,2025-03-05
MSFT,2025-03-14,355.0,put,0.01,0.01,0.222071,535,36,2025-03-04
NVDA,2025-03-28,1050.0,put,167.52,176.45,0.196972,185,29,2025-03-07
AMZN,2025-04-04,195.0,call,4.51,4.61,0.183356,138,11,2025-03-04
GOOGL,2025-03-21,185.0,call,0.5,0.51,0.220516,1120,250,2025-03-05
NVDA,2025-03-07,790.0,call,83.86,87.0,0.23736,296,10,2025-03-03
AMZN,2025-03-07,155.0,call,38.99,41.05,0.211563,2169,1497,2025-03-06
GOOGL,2025-03-07,185.0,put,9.74,10.11,0.200109,441,97,2025-03-04
MSFT,2025-04-11,340.0,call,74.8,78.47,0.210417,251,5,2025-03-07
MSFT,2025-03-07,465.0,call,0.01,0.01,0.218481,464,160,2025-03-03
AMZN,2025-03-07,155.0,call,0.0,41.32,0.244178,610,103,2025-03-04
AAPL,2025-04-18,210.0,put,23.35,24.38,0.185163,963,319,2025-03-04
NVDA,2025-04-04,875.0,call,23.37,23.91,0.218774,953,218,2025-03-05
AAPL,2025-03-21,195.0,put,9.95,10.26,0.2079,1985,1159,2025-03-04
NVDA,2025-03-07,1050.0,put,169.62,179.52,0.20589,401,142,2025-03-04
MSFT,2025-04-18,465.0,call,0.71,0.75,0.202143,3353,257,2025-03-07
AMZN,2025-03-14,185.0,put,0.22,0.23,0.223161,1956,702,2025-03-04
MSFT,2025-03-21,455.0,put,38.43,39.86,0.218838,579,55,2025-03-03
NVDA,2025-03-21,875.0,call,16.42,16.78,0.222126,135,7,2025-03-06
MSFT,2025-04-04,415.0,put,8.24,8.43,0.191482,58,9,2025-03-04
GOOGL,2025-04-25,175.0,call,5.3,5.42,0.187151,303,93,2025-03-07
MSFT,2025-04-25,490.0,call,0.07,0.07,0.176424,803,114,2025-03-06
AAPL,2025-03-07,170.0,put,0.01,0.01,0.22944,241,60,2025-03-03
AAPL,2025-04-18,155.0,call,30.24,31.69,0.219055,147,14,2025-03-05
NVDA,2025-03-28,830.0,call,0.0,51.04,0.210262,2487,538,2025-03-07
MSFT,2025-05-02,500.0,put,79.22,83.38,0.197605,1435,138,2025-03-07
MSFT,2025-03-21,500.0,put,81.77,86.18,0.203417,318,90,2025-03-06
MSFT,2025-03-28,415.0,call,8.62,8.81,0.199325,463,154,2025-03-06
MSFT,2025-03-28,415.0,put,7.99,8.19,0.210759,667,193,2025-03-05
MSFT,2025-04-25,475.0,put,55.81,58.53,0.197812,12028,3948,2025-03-03
NVDA,2025-03-28,1030.0,call,0.01,0.01,0.201345,532,160,2025-03-05
NVDA,2025-04-25,790.0,put,2.44,2.53,0.212025,29,12,2025-03-05
AAPL,2025-03-21,165.0,put,0.02,0.02,0.236358,1364,304,2025-03-06
AAPL,2025-03-07,155.0,put,0.01,0.01,0.240476,47,8,2025-03-04
MSFT,2025-04-04,475.0,call,0.05,0.05,0.188144,81,36,2025-03-06
AMZN,2025-04-25,160.0,put,0.01,0.01,0.197617,1508,506,2025-03-06
GOOGL,2025-04-25,140.0,put,0.01,0.01,0.227906,651,225,2025-03-05
AAPL,2025-03-14,210.0,put,24.29,25.3,0.189852,6145,1660,2025-03-07
NVDA,2025-04-18,790.0,put,1.9,1.97,0.217958,934,333,2025-03-07
AAPL,2025-04-25,180.0,put,2.62,2.69,0.19262,72,27,2025-03-05
AAPL,2025-04-25,195.0,call,2.03,2.09,0.184615,432,22,2025-03-03
AAPL,2025-04-18,195.0,call,1.61,1.69,0.190132,1439,277,2025-03-07
AMZN,2025-04-18,160.0,call,35.12,36.85,0.229216,106,12,2025-03-05
MSFT,2025-03-21,355.0,call,59.57,62.19,0.227118,1717,566,2025-03-03
MSFT,2025-03-14,385.0,put,0.14,0.14,0.223608,300,95,2025-03-03
NVDA,2025-04-04,920.0,call,6.82,7.06,0.203827,101,50,2025-03-03
AMZN,2025-04-25,185.0,put,1.73,1.78,0.199996,329,240,2025-03-03
AMZN,2025-04-11,195.0,call,5.91,6.05,0.22584,1604,167,2025-03-06
MSFT,2025-03-14,415.0,put,4.83,4.97,0.222458,153,4,2025-03-07
NVDA,2025-03-07,720.0,call,151.48,158.91,0.211597,897,26,2025-03-05
GOOGL,2025-04-18,200.0,put,23.28,24.43,0.169496,764,245,2025-03-05
AMZN,2025-04-18,160.0,put,0.01,0.01,0.208455,257,95,2025-03-03
AAPL,2025-03-21,190.0,call,1.47,1.5,0.217414,415,13,2025-03-06
MSFT,2025-03-21,425.0,call,4.21,4.38,0.215078,211,67,2025-03-03
AMZN,2025-03-14,220.0,put,24.28,25.3,0.213448,231,32,2025-03-07
GOOGL,2025-04-18,205.0,call,0.05,0.06,0.191643,338,47,2025-03-03
MSFT,2025-04-04,435.0,call,3.29,3.41,0.201178,2157,43,2025-03-04
GOOGL,2025-03-14,140.0,call,34.24,36.06,0.23287,1269,341,2025-03-06
GOOGL,2025-03-21,195.0,call,0.03,0.03,0.216189,677,269,2025-03-05
AAPL,2025-03-14,165.0,put,0.01,0.01,0.21547,258,3,2025-03-03
NVDA,2025-04-25,855.0,put,14.57,15.15,0.20312,270,44,2025-03-06
MSFT,2025-03-07,465.0,put,48.85,51.02,0.214678,202,30,2025-03-06
MSFT,2025-03-07,475.0,call,0.01,0.01,0.209265,700,212,2025-03-06
MSFT,2025-04-11,415.0,call,11.11,11.39,0.190937,51,2,2025-03-04
NVDA,2025-03-14,895.0,call,3.57,3.67,0.215776,88,31,2025-03-07
MSFT,2025-03-28,425.0,put,13.38,13.71,0.210584,450,41,2025-03-07
GOOGL,2025-03-21,175.0,put,2.88,2.94,0.225433,199,51,2025-03-07
MSFT,2025-04-18,445.0,call,2.75,2.86,0.193845,77,3,2025-03-03
AMZN,2025-03-07,190.0,put,0.06,0.06,0.214814,290,3,2025-03-05
AAPL,2025-04-11,155.0,call,30.11,31.48,0.210497,177,13,2025-03-05
NVDA,2025-03-21,810.0,call,65.7,67.97,0.202603,116,47,2025-03-07
MSFT,2025-04-25,490.0,call,0.19,0.2,0.1977,125,22,2025-03-04
AAPL,2025-04-25,215.0,call,0.12,0.12,0.19382,540,195,2025-03-06
MSFT,2025-03-28,465.0,call,0.08,0.08,0.189602,2208,1177,2025-03-04
AMZN,2025-04-04,185.0,call,11.41,11.78,0.198669,691,159,2025-03-06
GOOGL,2025-03-07,140.0,put,0.01,0.01,0.241226,705,310,2025-03-06
AAPL,2025-03-21,215.0,call,0.01,0.01,0.207162,267,144,2025-03-06
MSFT,2025-03-28,465.0,put,47.81,49.69,0.204852,2092,665,2025-03-07
NVDA,2025-04-04,920.0,call,6.69,7.01,0.206203,811,174,2025-03-04
MSFT,2025-03-28,355.0,call,59.75,62.31,0.223932,62,40,2025-03-07
AMZN,2025-03-21,205.0,call,0.53,0.55,0.19525,257,28,2025-03-04
AAPL,2025-03-14,205.0,put,19.39,20.11,0.211392,256,25,2025-03-05
AMZN,2025-04-04,180.0,call,15.63,16.15,0.185481,227,64,2025-03-07
MSFT,2025-03-07,365.0,put,0.01,0.01,0.235246,314,71,2025-03-03
GOOGL,2025-04-04,170.0,call,7.88,8.1,0.229122,533,51,2025-03-04
MSFT,2025-03-07,435.0,call,0.01,0.01,0.22034,624,167,2025-03-06
GOOGL,2025-04-18,160.0,put,0.46,0.48,0.199839,689,219,2025-03-03
NVDA,2025-03-14,985.0,call,0.01,0.01,0.218963,551,87,2025-03-05
AAPL,2025-03-21,175.0,call,10.39,10.78,0.205522,228,107,2025-03-07
MSFT,2025-04-04,465.0,put,47.32,49.31,0.194258,558,171,2025-03-05
AAPL,2025-03-14,195.0,put,9.94,10.27,0.24395,23,4,2025-03-04
AMZN,2025-03-07,210.0,call,0.01,0.01,0.204537,521,196,2025-03-06
GOOGL,2025-03-14,155.0,put,0.01,0.01,0.237984,127,1,2025-03-05
MSFT,2025-04-04,375.0,call,41.19,42.64,0.201386,445,76,2025-03-04
AMZN,2025-04-11,210.0,call,0.77,0.79,0.188545,1706,450,2025-03-04
GOOGL,2025-03-28,160.0,put,0.07,0.08,0.19774,98,14,2025-03-07
MSFT,2025-03-07,490.0,call,0.01,0.01,0.194173,321,17,2025-03-05
MSFT,2025-04-25,405.0,call,19.91,20.43,0.215557,1772,68,2025-03-07
AMZN,2025-03-21,225.0,call,0.01,0.01,0.205038,1099,181,2025-03-06
GOOGL,2025-03-07,180.0,put,4.96,5.09,0.203368,232,66,2025-03-04
AAPL,2025-03-07,165.0,call,19.68,20.46,0.230305,41,8,2025-03-04
MSFT,2025-04-11,365.0,put,0.17,0.18,0.201156,72,4,2025-03-04
MSFT,2025-03-28,465.0,put,47.55,49.48,0.190761,1564,262,2025-03-03
AAPL,2025-04-11,220.0,call,0.01,0.01,0.189642,3377,827,2025-03-05
NVDA,2025-03-21,790.0,put,0.24,0.25,0.221269,331,90,2025-03-03
NVDA,2025-03-28,875.0,put,15.9,16.32,0.199867,101,44,2025-03-05
AAPL,2025-03-21,220.0,call,0.01,0.01,0.197455,693,274,2025-03-06
GOOGL,2025-03-28,165.0,put,0.37,0.38,0.199685,1628,920,2025-03-07
MSFT,2025-03-07,500.0,put,82.76,87.1,0.202558,351,163,2025-03-06
NVDA,2025-03-14,985.0,put,106.46,111.38,0.202217,995,424,2025-03-06
GOOGL,2025-04-18,165.0,call,12.03,12.53,0.208864,331,157,2025-03-04
AMZN,2025-03-21,210.0,put,14.4,14.95,0.197088,161,64,2025-03-05
NVDA,2025-04-25,700.0,call,174.2,185.26,0.224503,248,121,2025-03-07
NVDA,2025-03-21,920.0,call,2.57,2.65,0.200193,565,228,2025-03-04
GOOGL,2025-04-11,195.0,put,18.67,19.54,0.174091,501,69,2025-03-03
GOOGL,2025-04-11,140.0,call,34.77,36.57,0.210628,784,557,2025-03-07
AAPL,2025-04-04,205.0,call,0.19,0.2,0.192986,330,132,2025-03-03
GOOGL,2025-03-07,190.0,call,0.01,0.01,0.2013,150,58,2025-03-03
AAPL,2025-04-25,180.0,put,3.15,3.06,0.209354,696,132,2025-03-04
MSFT,2025-03-14,375.0,call,39.61,41.44,0.222335,669,27,2025-03-04
NVDA,2025-04-18,790.0,call,89.59,92.93,0.196858,173,75,2025-03-04
AMZN,2025-03-21,165.0,call,29.55,31.26,0.212967,523,262,2025-03-03
MSFT,2025-04-25,455.0,put,37.42,39.09,0.180481,71,3,2025-03-05
AMZN,2025-04-18,215.0,put,19.16,19.86,0.215486,4411,341,2025-03-05
NVDA,2025-03-28,790.0,put,0.39,0.41,0.217104,940,37,2025-03-06
NVDA,2025-04-04,855.0,put,10.18,10.54,0.197067,4306,297,2025-03-03
GOOGL,2025-04-18,190.0,call,0.71,0.74,0.192001,200,24,2025-03-06
AMZN,2025-04-25,155.0,call,40.02,42.14,0.201028,18,0,2025-03-05
AMZN,2025-04-04,200.0,call,2.66,2.75,0.203459,110,8,2025-03-06
NVDA,2025-04-25,855.0,call,39.11,40.12,0.18902,823,486,2025-03-04
AAPL,2025-03-28,215.0,call,0.01,0.01,0.193492,862,136,2025-03-04
MSFT,2025-03-14,465.0,put,48.51,50.47,0.202363,53,9,2025-03-06
AMZN,2025-04-04,210.0,call,0.35,0.36,0.179681,251,4,2025-03-07
AMZN,2025-04-25,210.0,put,14.25,14.72,0.170236,3502,1584,2025-03-05
MSFT,2025-04-25,475.0,put,55.74,58.31,0.176982,665,84,2025-03-06
MSFT,2025-04-11,375.0,put,0.27,0.29,0.181218,639,28,2025-03-05
MSFT,2025-03-21,490.0,call,0.01,0.01,0.220103,955,21,2025-03-06
AAPL,2025-04-04,220.0,put,33.27,34.93,0.191615,418,95,2025-03-05
AMZN,2025-03-07,220.0,put,24.42,25.46,0.198078,78,2,2025-03-05
AMZN,2025-04-18,205.0,put,11.14,11.62,0.218229,787,117,2025-03-05
MSFT,2025-03-14,500.0,put,82.17,86.6,0.194977,1345,411,2025-03-05
AAPL,2025-04-11,195.0,call,1.46,1.51,0.194769,636,231,2025-03-05
AAPL,2025-04-25,220.0,put,32.42,34.65,0.18868,205,91,2025-03-06
NVDA,2025-04-11,855.0,put,11.39,11.78,0.193516,765,321,2025-03-03
MSFT,2025-03-28,425.0,call,5.12,5.27,0.211465,684,157,2025-03-05
MSFT,2025-03-07,465.0,put,48.82,50.8,0.220124,63,3,2025-03-04
AAPL,2025-04-25,185.0,put,4.83,4.96,0.203122,251,134,2025-03-06
AMZN,2025-04-04,160.0,call,34.71,36.51,0.194551,134,37,2025-03-07
AMZN,2025-04-11,215.0,call,0.36,0.38,0.194658,817,175,2025-03-05
GOOGL,2025-03-07,200.0,put,24.32,25.63,0.213052,148,4,2025-03-06
GOOGL,2025-04-04,210.0,call,,0.01,0.19303,459,5,2025-03-07
NVDA,2025-04-18,1005.0,call,0.68,0.71,0.200394,1578,407,2025-03-05
MSFT,2025-04-18,365.0,call,51.42,53.82,0.202978,93,1,2025-03-03
MSFT,2025-04-18,425.0,put,15.46,15.85,0.198448,65,17,2025-03-04
NVDA,2025-03-14,700.0,call,171.25,180.47,0.22751,168,11,2025-03-05
GOOGL,2025-04-11,175.0,put,3.83,3.91,0.192554,170,34,2025-03-04
AAPL,2025-03-14,180.0,call,6.18,6.34,0.242092,837,169,2025-03-04
NVDA,2025-03-21,875.0,put,14.56,14.97,0.204623,525,78,2025-03-03
GOOGL,2025-03-21,190.0,put,14.42,14.98,0.211612,250,25,2025-03-05
MSFT,2025-03-28,365.0,put,0.04,0.05,0.217356,399,38,2025-03-06
AMZN,2025-04-11,170.0,call,0.0,26.5,0.200739,231,49,2025-03-04
GOOGL,2025-04-04,175.0,put,3.55,3.7,0.205172,283,83,2025-03-07
AMZN,2025-03-14,180.0,call,14.97,15.46,0.225466,101,8,2025-03-06
MSFT,2025-03-14,340.0,put,0.01,0.01,0.234914,341,54,2025-03-05
GOOGL,2025-04-18,155.0,call,20.74,21.57,0.203952,114,7,2025-03-03
AMZN,2025-03-21,175.0,put,0.01,0.01,0.20718,280,12,2025-03-07
MSFT,2025-03-14,500.0,put,82.36,86.68,0.20615,1096,325,2025-03-07
NVDA,2025-04-04,920.0,put,46.74,48.16,0.197849,434,31,2025-03-03
MSFT,2025-03-28,445.0,put,28.77,30.25,0.197064,298,3,2025-03-03
MSFT,2025-03-07,355.0,put,0.01,0.01,0.218221,281,40,2025-03-05
AAPL,2025-04-25,180.0,put,3.04,3.13,0.211692,898,24,2025-03-06
AMZN,2025-04-11,155.0,put,0.01,0.01,0.21919,89,6,2025-03-03
NVDA,2025-03-21,965.0,put,86.38,89.52,0.180493,282,62,2025-03-05
NVDA,2025-04-04,810.0,call,69.72,72.07,0.217114,1721,575,2025-03-04
GOOGL,2025-04-25,195.0,call,0.56,0.58,0.199879,416,81,2025-03-04
GOOGL,2025-03-28,160.0,call,15.44,16.01,0.212363,541,40,2025-03-03
AAPL,2025-03-07,150.0,put,0.01,0.01,0.242539,93,17,2025-03-05
NVDA,2025-03-14,830.0,put,0.47,0.48,0.212789,537,116,2025-03-06
NVDA,2025-03-14,810.0,put,0.15,0.15,0.227501,125,52,2025-03-05
AMZN,2025-04-18,185.0,put,1.38,1.44,0.194171,1464,693,2025-03-03
GOOGL,2025-04-11,170.0,call,7.85,8.09,0.211077,246,74,2025-03-07
AAPL,2025-04-11,170.0,call,16.39,16.96,0.232428,453,149,2025-03-03
AMZN,2025-04-18,225.0,put,28.06,29.3,0.186513,1797,585,2025-03-03
AMZN,2025-03-28,160.0,call,34.47,36.45,0.214619,984,188,2025-03-07
AMZN,2025-03-14,195.0,call,2.94,3.01,0.220886,1251,43,2025-03-04
MSFT,2025-03-07,455.0,call,0.01,0.01,0.195639,186,26,2025-03-05
NVDA,2025-04-25,720.0,call,156.08,163.72,0.211856,977,330,2025-03-07
GOOGL,2025-03-14,205.0,put,29.01,30.37,0.209222,110,36,2025-03-03
AAPL,2025-04-25,180.0,call,8.91,9.15,0.197445,3293,1899,2025-03-05
